Datetime, gameDurationSeconds, gameDurationMinutes, larvaHints, injectHints, keysCount, larvaHPM, injectHPM, KPM, SQ,comment,ovieHints,oviesHPM
07.08.2020 21:14,604, 10:04,10,2,1604,0.99,0.20,159, ??,
07.08.2020 21:38,354, 05:54,5,2,966,0.85,0.34,163, ??,
07.08.2020 21:56,600, 10:00,13,4,1703,1.30,0.40,170, ??,
07.08.2020 22:23,596, 09:56,11,2,1660,1.11,0.20,167, ??,
07.08.2020 22:30,371, 06:11,8,1,874,1.29,0.16,141, ??,
07.08.2020 22:59,604, 10:04,17,1,1782,1.69,0.10,176, ??,
07.08.2020 23:27,543, 09:03,14,3,1462,1.54,0.33,161, ??,
07.08.2020 23:45,604, 10:04,14,5,1693,1.39,0.50,168, ??,
08.08.2020 00:05,63, 01:03,0,0,156,0.00,0.00,147, ??,
08.08.2020 00:13,436, 07:16,6,0,1110,0.83,0.00,152, ??,
10.08.2020 00:08,603, 10:03,9,1,2064,0.89,0.10,205, ??,
10.08.2020 00:37,604, 10:04,11,1,1890,1.09,0.10,187, ??,
10.08.2020 00:52,174, 02:54,1,0,690,0.34,0.00,237, ??,
10.08.2020 01:03,603, 10:03,14,1,1915,1.39,0.10,190, ??,
10.08.2020 01:25,441, 07:21,10,2,973,1.36,0.27,132, ??,
13.08.2020 22:13,494, 08:14,11,2,1280,1.34,0.24,155, ??,
13.08.2020 22:27,603, 10:03,17,2,1528,1.69,0.20,151, ??,
13.08.2020 22:46,603, 10:03,15,4,1422,1.49,0.40,141, ??,
13.08.2020 22:50,105, 01:45,0,0,297,0.00,0.00,168, ??,
13.08.2020 22:58,444, 07:24,14,3,836,1.89,0.40,112, ??,
13.08.2020 23:08,488, 08:08,11,0,1567,1.35,0.00,192, ??,
13.08.2020 23:20,603, 10:03,17,4,1465,1.69,0.40,145, ??,
13.08.2020 23:51,94, 01:34,2,1,243,1.27,0.63,154, ??,
13.08.2020 23:56,310, 05:10,3,0,848,0.58,0.00,163, ??,
14.08.2020 00:02,8, 00:08,0,0,4,0.00,0.00,27, ??,
14.08.2020 00:12,483, 08:03,12,2,985,1.49,0.25,122, ??,
14.08.2020 00:43,603, 10:03,11,4,1472,1.09,0.40,146, ??,
14.08.2020 12:14,125, 02:05,0,0,346,0.00,0.00,166, ??,
14.08.2020 12:15,8, 00:08,0,0,4,0.00,0.00,27, ??,
14.08.2020 12:24,500, 08:20,9,1,1199,1.08,0.12,143, ??,
14.08.2020 12:34,245, 04:05,1,0,671,0.24,0.00,163, ??,
14.08.2020 12:46,603, 10:03,10,1,1467,0.99,0.10,145, ??,
14.08.2020 13:18,437, 07:17,8,1,1246,1.10,0.14,170, ??,
14.08.2020 13:29,351, 05:51,8,3,1026,1.37,0.51,175, ??,
14.08.2020 13:44,603, 10:03,10,3,1656,0.99,0.30,164, ??,
14.08.2020 14:10,409, 06:49,9,3,931,1.32,0.44,136, ??,
14.08.2020 14:21,605, 10:05,13,3,1258,1.29,0.30,124, ??,
14.08.2020 14:43,603, 10:03,10,2,1653,0.99,0.20,164, ??,
14.08.2020 15:04,603, 10:03,15,1,1836,1.49,0.10,182, ??,
14.08.2020 15:12,269, 04:29,3,0,731,0.67,0.00,162, ??,
14.08.2020 22:26,603, 10:03,16,4,1364,1.59,0.40,135, ??,
14.08.2020 22:42,603, 10:03,8,4,1478,0.79,0.40,146, ??,
14.08.2020 22:55,603, 10:03,18,3,1391,1.79,0.30,138, ??,
